,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
374,Beaverlodge,40,CA,1593447924,82,55.22,-119.44,57.2,5.82
375,Aksay,20,RU,1593447925,83,47.26,39.87,73.4,4.47
376,Tayshet,51,RU,1593447926,88,55.93,98.0,63.36,1.81
377,Fort-Shevchenko,0,KZ,1593447927,57,44.51,50.26,73.8,13.06
378,Playa Vicente,20,MX,1593447929,69,17.83,-95.82,86.32,1.3
379,Banjar,20,ID,1593447930,100,-8.19,114.97,78.8,9.17
380,Bandarbeyla,3,SO,1593447931,72,9.49,50.81,80.94,33.31
381,Tomatlán,100,MX,1593447932,40,19.93,-105.25,92.46,2.24
382,Oromocto,90,CA,1593447934,88,45.84,-66.48,66.2,10.29
383,Kumylzhenskaya,64,RU,1593447935,66,49.88,42.59,75.0,5.99
384,Pilar,75,BR,1593447936,69,-9.6,-35.96,82.4,8.05
385,Songjianghe,100,CN,1593447937,90,42.19,127.48,58.55,2.8
386,Taiyuan,7,CN,1593447688,73,37.87,112.56,69.8,8.95
387,Tuim,88,RU,1593447940,90,54.34,89.93,50.74,4.74
388,Pitimbu,75,BR,1593447941,74,-7.47,-34.81,82.4,13.87
389,Nantucket,90,US,1593447942,83,41.28,-70.1,73.0,6.93
390,Mon,55,IN,1593447943,94,26.75,95.1,73.45,2.66
391,Berlevåg,75,NO,1593447945,65,70.86,29.09,44.6,11.41
392,Wexford,75,IE,1593447897,76,52.33,-6.46,59.0,13.87
393,Safi,8,MA,1593447947,73,32.3,-9.24,74.89,19.08
394,Ghugus,99,IN,1593447948,61,19.93,79.13,84.42,4.47
395,Vegreville,100,CA,1593447774,95,53.5,-112.05,53.56,7.63
396,Araouane,0,ML,1593447952,11,18.9,-3.53,109.8,9.66
397,San Quintín,97,MX,1593447953,67,30.48,-115.95,65.59,5.91
398,Ostrovnoy,26,RU,1593447954,73,68.05,39.51,44.64,5.64
399,Ābādān,0,IR,1593447955,12,30.34,48.3,105.8,4.7
400,Grahamstown,58,ZA,1593447726,77,-33.3,26.53,64.0,8.01
401,Isangel,20,VU,1593447958,88,-19.55,169.27,64.4,14.2
402,Humaitá,26,BR,1593447959,37,-7.51,-63.02,93.38,2.64
403,Port Said,0,EG,1593447960,69,31.26,32.28,82.4,8.05
404,Drumnadrochit,75,GB,1593447961,93,57.33,-4.48,61.0,6.93
405,Beloha,7,MG,1593447963,92,-25.17,45.05,66.33,6.29
406,North Platte,75,US,1593447933,61,41.12,-100.77,80.6,9.17
407,Gurupi,49,BR,1593447913,33,-11.73,-49.07,88.83,10.94
408,Kichera,93,RU,1593447967,71,55.94,110.1,61.47,3.62
409,Bambanglipuro,49,ID,1593447968,84,-7.95,110.28,76.6,10.27
410,Soyo,75,AO,1593447969,69,-6.13,12.37,78.8,9.17
411,Labuan,75,MY,1593447970,94,5.28,115.24,80.6,7.49
412,Houndé,34,BF,1593447972,36,11.5,-3.52,95.63,1.68
413,Baruun-Urt,100,MN,1593447973,80,46.68,113.28,62.38,5.3
414,Marawi,100,PH,1593447974,91,8.0,124.29,75.0,5.99
415,Palora,90,EC,1593447975,100,-1.7,-77.93,66.2,3.36
416,Azul,92,AR,1593447976,77,-36.78,-59.86,52.0,7.0
417,Mīnāb,0,IR,1593447978,71,27.15,57.08,95.0,9.17
418,Parrsboro,97,CA,1593447979,85,45.4,-64.33,68.0,3.0
419,Dunedin,86,NZ,1593447980,85,-45.87,170.5,43.0,1.99
420,Millerovo,43,RU,1593447982,75,48.92,40.4,73.65,4.88
421,Laela,76,TZ,1593447983,49,-8.57,32.05,68.05,4.81
422,Karpogory,96,RU,1593447984,64,64.0,44.45,49.6,3.62
423,Aranos,0,NA,1593447985,32,-24.13,19.12,57.96,6.38
424,Dehlorān,0,IR,1593447987,9,32.69,47.27,100.35,14.76
425,Umeå,90,SE,1593447988,87,63.83,20.26,60.8,10.29
426,Eenhana,0,NA,1593447989,19,-17.47,16.33,80.6,4.7
427,Farafangana,0,MG,1593447990,89,-22.82,47.83,70.3,5.61
428,Yar-Sale,74,RU,1593447947,87,66.83,70.83,54.37,8.14
429,Najrān,100,SA,1593447993,11,17.49,44.13,96.8,9.17
430,Kajaani,36,FI,1593447994,43,64.23,27.73,69.8,10.29
431,Vardø,75,NO,1593447996,75,70.37,31.11,42.8,17.22
432,Lincoln,90,US,1593447902,74,40.8,-96.67,81.0,12.75
433,Khuzhir,11,RU,1593447998,69,53.19,107.34,56.61,2.86
434,Aromashevo,94,RU,1593447999,89,56.86,68.64,50.27,8.68
435,Sydney,40,AU,1593447782,93,-33.87,151.21,51.8,8.05
436,Adrar,0,MR,1593448002,6,20.5,-10.07,111.0,11.23
437,Glace Bay,90,CA,1593448003,88,46.2,-59.96,69.01,9.17
438,Río Gallegos,0,AR,1593448004,73,-51.62,-69.22,19.4,2.24
439,Denpasar,20,ID,1593447938,100,-8.65,115.22,78.8,9.17
440,Águas Vermelhas,55,BR,1593448007,56,-15.75,-41.46,74.21,7.78
441,Yeppoon,90,AU,1593448008,82,-23.13,150.73,62.6,5.82
442,Abu Dhabi,5,AE,1593448009,28,24.47,54.37,96.8,9.17
443,Camaná,23,PE,1593448011,63,-16.62,-72.71,67.66,9.26
444,Nsanje,29,MW,1593448012,39,-16.92,35.26,76.86,5.44
445,Matara,98,LK,1593448013,84,5.95,80.54,80.64,12.91
446,Wuning,100,CN,1593448015,91,29.26,120.23,76.91,4.65
447,Mayumba,59,GA,1593448016,75,-3.43,10.66,74.79,7.96
448,Nemuro,40,JP,1593448017,82,43.32,145.57,50.85,2.26
449,Reconquista,100,AR,1593448019,85,-29.15,-59.65,61.63,4.85
450,Cayenne,34,GF,1593448020,83,4.93,-52.33,82.4,8.05
451,Daru,99,PG,1593448021,87,-9.08,143.21,77.38,15.41
452,Lagarto,40,BR,1593448022,62,-10.92,-37.65,84.2,9.17
453,Mzimba,27,MW,1593448023,60,-11.9,33.6,64.65,8.7
454,Mgandu,0,TZ,1593448025,42,-5.95,34.13,69.4,5.17
455,Caucaia,40,BR,1593447729,58,-3.74,-38.65,86.0,18.34
456,Los Llanos de Aridane,75,ES,1593448007,73,28.66,-17.92,75.2,19.46
457,Ternate,74,ID,1593448028,80,0.8,127.4,78.96,5.28
458,São José da Coroa Grande,56,BR,1593448030,69,-8.9,-35.15,80.56,10.31
459,Puerto Colombia,40,CO,1593447945,74,10.99,-74.95,86.0,4.7
460,Villa Unión,75,MX,1593448032,49,23.2,-106.23,89.6,1.99
461,Yenagoa,99,NG,1593448034,71,4.92,6.26,80.94,9.84
462,Luena,0,AO,1593448035,54,-11.78,19.92,78.8,6.93
463,Ostrov,20,RU,1593448036,64,57.34,28.35,75.2,4.47
464,Meadow Lake,40,US,1593448037,22,34.8,-106.54,77.0,12.12
465,Le Vauclin,40,MQ,1593448038,70,14.55,-60.84,87.8,13.87
466,Mahabalipuram,40,IN,1593448040,79,12.63,80.17,87.8,4.7
467,Ozinki,98,RU,1593447845,80,51.18,49.68,59.47,6.76
468,Verkhnevilyuysk,20,RU,1593448042,64,63.45,120.32,65.93,3.24
469,Baft,0,IR,1593448043,19,29.23,56.61,77.99,13.15
470,Mangla,0,PK,1593448044,28,31.89,72.38,103.5,9.62
471,Namie,100,JP,1593448046,96,37.48,141.0,68.0,2.21
472,Mackay,90,AU,1593448047,93,-21.15,149.2,62.6,9.17
473,Bilibino,76,RU,1593448048,85,68.05,166.44,35.13,7.49
474,Salalah,75,OM,1593447802,89,17.02,54.09,84.2,9.17
475,Tezu,8,IN,1593448051,84,27.92,96.17,77.34,3.22
476,Acapulco de Juárez,75,MX,1593448052,59,16.86,-99.89,89.6,5.82
477,La Romana,40,DO,1593447771,70,18.43,-68.97,89.6,9.17
478,Santa Cruz Cabrália,75,BR,1593448054,78,-16.28,-39.02,77.0,9.17
479,Celestún,19,MX,1593448056,64,20.87,-90.4,87.04,3.96
480,Colombia,75,CU,1593448057,70,20.99,-77.43,87.8,6.93
481,Talnakh,96,RU,1593448058,63,69.49,88.4,60.8,11.18
482,Paamiut,26,GL,1593447967,91,61.99,-49.67,39.54,14.32
483,Cordele,75,US,1593448061,66,31.96,-83.78,86.0,5.82
484,Mondovì,6,IT,1593448062,55,44.4,7.82,86.0,8.05
485,Narragansett,75,US,1593448062,65,41.45,-71.45,80.01,3.36
486,Simpang,65,ID,1593448065,89,-1.27,104.08,77.59,4.23
487,Nagato,75,JP,1593448066,100,34.38,131.2,73.4,21.92
488,Vuktyl,100,RU,1593448067,79,63.86,57.31,45.46,8.34
489,Jacareacanga,15,BR,1593448069,38,-6.22,-57.75,92.7,4.34
490,Khandyga,30,RU,1593448070,45,62.67,135.6,69.42,7.49
491,Okhotsk,5,RU,1593448071,93,59.38,143.3,48.15,7.7
492,Abengourou,69,CI,1593448073,93,6.73,-3.5,78.57,4.41
493,Thinadhoo,26,MV,1593448074,69,0.53,72.93,85.23,6.73
494,Belomorsk,27,RU,1593448075,48,64.52,34.77,60.89,10.18
495,Inhambane,40,MZ,1593448076,68,-23.86,35.38,69.8,5.82
496,Alofi,75,NU,1593448078,88,-19.06,-169.92,75.2,5.82
497,Sørland,0,NO,1593448079,81,67.67,12.69,50.0,35.57
498,Harar,42,ET,1593448080,76,9.31,42.13,64.85,8.41
499,Strelka,100,RU,1593448082,96,58.07,93.03,54.09,3.62
500,Maltahöhe,0,NA,1593448083,25,-24.83,16.98,62.4,7.99
501,Georgiyevka,0,KZ,1593448084,37,43.04,74.71,68.0,6.71
502,Zabul Province,0,AF,1593448085,18,32.25,67.25,79.81,12.5
503,Souillac,75,MU,1593448087,88,-20.52,57.52,69.8,2.24
504,Mīrābād,62,AF,1593448088,10,30.44,61.84,95.04,7.56
505,Khani,40,GE,1593448089,69,41.96,42.96,78.8,12.75
506,Borzya,95,RU,1593448090,74,50.38,116.52,63.12,8.28
507,Ruteng,38,ID,1593448092,100,-8.61,120.47,60.24,1.95
508,Ystad,100,SE,1593448093,60,55.43,13.82,68.0,13.87
509,Tautira,40,PF,1593448094,83,-17.73,-149.15,71.6,5.82
510,Juneau,90,US,1593447944,87,58.3,-134.42,52.0,2.26
511,Vestmannaeyjar,75,IS,1593448097,87,63.44,-20.27,51.8,5.82
512,Langsa,100,ID,1593448098,95,4.47,97.97,75.58,2.48
513,Saint-Augustin,59,CA,1593448099,64,51.23,-58.65,64.35,12.41
514,Mezen',78,RU,1593448100,62,65.85,44.24,47.98,4.52
515,Maningrida,0,AU,1593448102,85,-12.07,134.27,66.72,8.23
516,South Lake Tahoe,1,US,1593448103,40,38.93,-119.98,55.4,5.06
517,Carballo,20,ES,1593448104,70,43.21,-8.69,73.99,5.99
518,Avon Park,40,US,1593448105,62,27.6,-81.51,91.0,6.93
519,El Asintal,20,GT,1593448107,62,14.6,-91.73,87.8,4.7
520,San Fernando del Valle de Catamarca,100,AR,1593448108,60,-28.47,-65.79,54.0,1.99
521,Shalya,96,RU,1593448109,75,57.25,58.73,48.45,5.44
522,Xining,77,CN,1593448110,49,36.62,101.77,60.33,0.18
523,Xingyi,100,CN,1593448111,95,24.19,102.82,64.49,3.94
524,Camacha,75,PT,1593448113,73,33.08,-16.33,73.4,16.11
525,Anadyr,40,RU,1593448114,86,64.75,177.48,41.0,2.24
526,Timbiras,13,BR,1593448115,51,-4.26,-43.94,89.31,5.55
527,Sisimiut,97,GL,1593448116,79,66.94,-53.67,42.6,7.09
528,San Miguel,0,SV,1593448118,66,13.48,-88.18,87.8,2.24
529,Aksarka,100,RU,1593448119,90,66.56,67.8,46.76,6.11
530,Rosetta,0,EG,1593448120,65,31.4,30.42,80.6,11.41
531,Zemio,94,CF,1593448121,88,5.03,25.14,77.72,2.84
532,Seondha,100,IN,1593448123,54,26.16,78.78,89.83,10.63
533,Losinyy,40,RU,1593448124,66,57.14,61.07,55.4,4.47
534,Manokwari,100,ID,1593448125,77,-0.87,134.08,78.48,5.12
535,Piotrków Trybunalski,100,PL,1593448127,89,51.41,19.7,63.0,3.58
536,Acajutla,32,SV,1593447878,55,13.59,-89.83,87.8,4.68
537,Ilo,49,PE,1593448129,68,-17.64,-71.34,65.61,7.27
538,Ngunguru,73,NZ,1593448131,92,-35.62,174.5,53.01,1.99
539,Chiredzi,78,ZW,1593448132,68,-21.05,31.67,63.64,3.58
540,Virginia Beach,20,US,1593448134,66,36.85,-75.98,88.0,11.41
541,Los Chiles,49,CR,1593448135,79,11.03,-84.72,82.63,3.6
542,Opuwo,0,NA,1593448136,19,-18.06,13.84,75.81,9.17
543,Manta,75,EC,1593448137,78,-0.95,-80.73,78.8,11.41
544,Foam Lake,100,CA,1593448139,90,51.65,-103.53,63.1,8.72
545,Port Lincoln,72,AU,1593448140,43,-34.73,135.87,56.34,22.39
546,Okha,34,RU,1593448141,94,53.57,142.95,44.33,1.97
547,Tabas,0,IR,1593448142,10,33.6,56.92,96.8,11.41
548,Demyansk,82,RU,1593448143,51,57.64,32.47,72.39,4.18
549,Jiangkou,99,CN,1593448145,79,25.49,119.2,84.2,6.71
550,Along,26,IN,1593448146,88,28.17,94.77,74.88,0.78
551,Broome,75,US,1593448147,60,42.25,-75.83,79.0,11.41
552,Honningsvåg,75,NO,1593448148,70,70.98,25.97,44.6,20.8
553,Waipawa,94,NZ,1593448150,81,-41.41,175.52,50.0,21.92
554,Kindu,66,CD,1593448151,43,-2.95,25.95,86.34,0.65
555,Afuá,5,BR,1593448152,63,-0.16,-50.39,87.39,7.16
556,Akhtubinsk,100,RU,1593448082,77,48.28,46.17,69.42,16.69
