,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
554,El Salvador,40,SV,1589655599,66,13.83,-88.92,87.8,8.05
555,Sur,0,OM,1589655601,67,22.57,59.53,80.96,5.93
556,Kholm-Zhirkovskiy,100,RU,1589655603,84,55.52,33.47,44.69,9.95
557,Lakes Entrance,0,AU,1589655604,96,-37.88,147.98,37.0,4.79
558,Harboøre,73,DK,1589655607,83,56.62,8.18,48.0,1.99
559,Bakurianis Andeziti,0,GE,1589655608,90,41.73,43.47,46.8,4.23
560,Londiani,100,KE,1589655610,95,-0.17,35.59,55.04,2.68
561,Newport,44,GB,1589655611,62,51.59,-3.0,57.0,1.01
563,Makakilo City,1,US,1589655404,69,21.35,-158.09,80.6,4.7
566,Xiazhen,0,CN,1589655617,62,34.8,117.11,66.7,5.37
567,Jacksonville,75,US,1589655439,62,30.33,-81.66,84.99,17.22
568,Lavaca,1,US,1589655620,78,28.61,-96.63,79.0,10.29
571,Uíge,0,AO,1589655623,65,-7.61,15.06,71.2,2.82
